"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0009913","epidermal cell differentiation",300,0.008,0.00125,"ABCA12, CDSN, CLRN1, CNFN, CYP26B1, DSC2, EPHA2, FA2H, FGFR1, FLG, HDAC2, HRNR, IVL, JUP, KAZN, KLK5, KRT13, KRT15, KRT16, KRT19, KRT3, KRT38, KRT4, KRT5, KRT6B, KRT7, KRT71, KRT73, KRT74, KRT75, KRT76, KRT79, KRT86, KRTAP10-5, KRTAP12-1, KRTAP13-1, KRTAP13-3, KRTAP15-1, KRTAP17-1, KRTAP19-2, KRTAP19-4, KRTAP19-5, KRTAP19-6, KRTAP19-8, KRTAP2-3, KRTAP20-1, KRTAP21-1, KRTAP21-3, KRTAP22-1, KRTAP24-1, KRTAP25-1, KRTAP26-1, KRTAP27-1, KRTAP5-5, KRTAP5-9, KRTAP6-1, KRTAP6-2, KRTAP8-1, LCE1C, LCE1F, LCE2A, LCE2B, LCE2D, LCE3E, LCE4A, LCE5A, LCE6A, MAP2K1, MED1, PAFAH1B1, PALLD, PCSK6, PDZD7, PKP3, PPHLN1, PPL, PTCH2, RBPJ, SCEL, SLC44A4, SPINK5, SPRR1A, SPRR1B, SPRR2B, SPRR2D, SPRR2G, SPRR4, TGM3, TGM5, TMC1, USH2A, WDPCP, WNT5A"
"GO:0055013","cardiac muscle cell development",60,0.008,0.867,"ACTN2, ADRA1A, AKAP13, ALPK2, ALPK3, FHL2, FHOD3, GATA4, LMNA, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOM1, MYOM2, MYOM3, NEB, NRAP, PDGFRA, SGCD, SLC8A1, SORBS2, TTN"
"GO:0007612","learning",142,0.008,0.973,"ATP1A2, ATXN1, CNTN2, CNTNAP2, CRH, DGKI, DLG4, DRD2, DRD3, FAM19A2, FOS, FYN, GABRA5, GPR88, GRIN2A, GRM5, HRH1, HRH2, JPH3, JPH4, KALRN, KIT, NETO1, NF1, NPS, NPTN, NRXN1, NRXN2, NRXN3, NTRK2, NTSR1, PAK6, PDE1B, PRKAR2B, PTN, RAG1, RELN, RIN1, SHANK1, SHANK2, SLC12A5, SLC24A2, SLC6A1, SLC7A11, SNAP25, SORCS3, SYNPO, TANC1, TH, TNR"
"GO:0034332","adherens junction organization",82,0.008,0.78,"ACTN1, ACTN2, AJUBA, CADM1, CADM2, CADM3, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, CTNNA1, DLC1, FERMT2, JUP, KIFC3, LAMA5, NUMBL, PIP5K1C, PLEKHA7, RAB8B, RASSF8, RHOD, SORBS1, TBCD, THY1"
"GO:0055002","striated muscle cell development",132,0.008,0.964,"ACTN2, ADRA1A, AKAP13, ALPK2, ALPK3, CACNA2D2, CASQ1, CASQ2, CAV2, CFLAR, CSRP1, DNER, DYSF, FHL2, FHOD3, GATA4, IGF1, KRT19, LMNA, LMOD1, LMOD2, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOF, MYOM1, MYOM2, MYOM3, NEB, NFATC2, NRAP, OBSCN, PDGFRA, PGM5, RYR1, SGCD, SLC8A1, SMYD3, SORBS2, SYNPO2L, TNNT3, TTN, WFIKKN2"
"GO:0070593","dendrite self-avoidance",16,0.008,0.0681,"CNTN2, CNTN4, CNTN6, DSCAM, DSCAML1, IGSF9, NEXN, NPTN, PALLD, ROBO4, TNN"
"GO:0008544","epidermis development",395,0.008,0.165,"ABCA12, ALDH3A2, APCDD1, ATP2A2, BNC1, C1orf68, CDSN, CELSR1, CLRN1, CNFN, COL17A1, COL7A1, CYP26B1, DCT, DSC2, EDAR, EPHA2, FA2H, FGF10, FGFR1, FLG, GRHL3, HDAC2, HRNR, IGFBP5, INHBA, IVL, JUP, KAZN, KLK5, KLK7, KRT13, KRT15, KRT16, KRT19, KRT3, KRT38, KRT4, KRT5, KRT6B, KRT7, KRT71, KRT73, KRT74, KRT75, KRT76, KRT79, KRT86, KRTAP10-5, KRTAP12-1, KRTAP13-1, KRTAP13-3, KRTAP15-1, KRTAP17-1, KRTAP19-2, KRTAP19-4, KRTAP19-5, KRTAP19-6, KRTAP19-8, KRTAP2-3, KRTAP20-1, KRTAP21-1, KRTAP21-3, KRTAP22-1, KRTAP24-1, KRTAP25-1, KRTAP26-1, KRTAP27-1, KRTAP5-5, KRTAP5-9, KRTAP6-1, KRTAP6-2, KRTAP8-1, KRTDAP, LAMA3, LAMA5, LAMB3, LCE1C, LCE1F, LCE2A, LCE2B, LCE2D, LCE3E, LCE4A, LCE5A, LCE6A, LDB2, LGR4, MAP2K1, MED1, MYO5A, NF1, PAFAH1B1, PALLD, PCSK6, PDZD7, PKP3, PPHLN1, PPL, PTCH2, PTHLH, RBPJ, SCEL, SLC44A4, SPINK5, SPRR1A, SPRR1B, SPRR2B, SPRR2D, SPRR2G, SPRR4, TGFB2, TGM3, TGM5, TMC1, USH2A, WDPCP, WNT5A"
"GO:0018149","peptide cross-linking",34,0.008,0.198,"ABCA7, DCN, EGFLAM, EPB42, F13A1, FLG, FN1, IVL, SPOCK2, SPOCK3, SPRR1A, SPRR1B, TGM3, TGM4, TGM5, TGM6, TGM7, THBS1"
"GO:0006814","sodium ion transport",146,0.008,0.917,"ANO6, ASIC2, ATP1A2, ATP4A, CACNA1G, CACNA1H, CACNA1I, FXYD2, FXYD3, HCN1, HCN4, NALCN, NEDD4L, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SCNN1G, SLC12A1, SLC12A3, SLC13A3, SLC13A5, SLC17A2, SLC17A3, SLC17A6, SLC17A7, SLC20A1, SLC20A2, SLC22A5, SLC24A2, SLC24A3, SLC24A5, SLC34A1, SLC38A11, SLC38A3, SLC41A1, SLC4A10, SLC4A5, SLC5A1, SLC5A10, SLC5A11, SLC5A12, SLC5A9, SLC8A1, SLC8B1, SLC9A4, SLC9A9, SLC9C2, TPCN1"
"GO:0030203","glycosaminoglycan metabolic process",146,0.008,0.908,"ACAN, ANGPT1, B3GAT1, B4GALT1, B4GALT5, CD44, CHP1, CHPF, CHST1, CHST11, CHST13, CHST9, CHSY3, CSGALNACT1, DCN, EGFLAM, GALNT5, GNS, GPC2, GPC5, GPC6, HEXA, HGF, HPSE2, HS2ST1, HS3ST1, HS3ST2, HS3ST3A1, HS3ST3B1, HS3ST5, IDUA, IL15, ITIH1, ITIH2, ITIH3, ITIH5, LUM, LYVE1, NAGLU, NDST3, NDST4, PGLYRP3, PGLYRP4, SDC2, SPOCK2, SPOCK3, ST3GAL1, ST3GAL2, ST3GAL3, ST3GAL4, ST3GAL6"
"GO:0044331","cell-cell adhesion mediated by cadherin",26,0.008,0.168,"CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR2, CDHR3, PLEKHA7"
"GO:0030168","platelet activation",129,0.008,0.94,"ACTN1, CD9, CLEC1B, COL1A1, COL1A2, CSRP1, DGKA, DGKI, DGKQ, DGKZ, F2RL3, FERMT3, FGB, FGG, FYN, GNA13, GNA14, GNA15, GNAQ, GNAS, GNB1, GNG2, HBB, ITGA2B, ITGB3, ITPR1, LCP2, LYN, MYH9, PDGFRA, PDPN, PEAR1, PIK3R5, PLEK, PRKCA, PRKCB, PRKCE, PRKCG, PRKCH, PRKCQ, RAP2B, SLC7A11, STXBP3, TRPC6, TRPC7, TSPAN32, UBASH3B, VAV2"
"GO:0050803","regulation of synapse structure or activity",228,0.008,0.943,"ADAM10, ARHGAP22, ASIC2, BDNF, CAMK2B, CAMKV, CBLN2, CDH2, CDH8, CLSTN2, CTNNA2, CUX2, DAG1, DISC1, DNM1, DNM2, DRD2, EFNA5, EIF4G1, EPHB1, FLRT2, FYN, GAP43, GPC6, GPM6A, GRID2, GRIN2B, IGSF9, IL10RA, IL1RAP, INS, KALRN, LINGO2, LRFN2, LRFN5, LRRK2, LRRTM3, LRTM2, NEURL1, NGEF, NLGN1, NLGN2, NRXN1, NTN1, NTNG2, NTRK1, NTRK2, NTRK3, PAFAH1B1, PTN, PTPRD, PTPRO, PTPRS, RAPSN, RELN, ROBO2, SHISA6, SLC17A6, SLC17A7, SLC7A11, SLIT1, SLITRK1, SPARC, SSH1, STX1B, SYBU, SYNDIG1, THBS2, TIAM1, TUBB, WNT5A, ZMYND8, ZNF804A"
"GO:0046058","cAMP metabolic process",21,0.009,0.596,"ADCY2, ADCY5, ADCY7, ADCY8, ADCY9, EPHA2, PDE4A, PDE4B, PDE4C, PDE4D, PDE7B, PDE8B, PTHLH"
"GO:0010769","regulation of cell morphogenesis involved in differentiation",291,0.009,0.945,"ACTN4, ADAM10, BDNF, BMPR2, CAMK2B, CDH2, CDH4, CDKL3, CHN1, CHODL, CNTN2, CORO1C, CUX1, CUX2, CXCL12, DAB1, DCC, DISC1, DNM2, DOCK1, DRAXIN, DSCAM, EFNA5, FBLN1, FGB, FGG, FN1, FSTL4, HECW1, HECW2, KALRN, KANK1, KIF13B, KNDC1, LIMK1, LIMS2, LINGO1, LRRC4C, LRRK2, LZTS1, MAG, MAP1B, MAP2, MAP2K1, MAP2K2, MARK2, MEGF8, NDEL1, NEDD4L, NGEF, NGF, NGFR, NLGN1, NRP1, NTN1, NTRK2, NTRK3, OLFM1, PAFAH1B1, PDPN, PLXNA4, PLXNB2, PLXNC1, POSTN, PREX1, PTPRD, PTPRO, PTPRS, RELN, RET, ROBO1, ROBO2, RYK, SDC2, SEMA4B, SEMA5A, SEMA6B, SEMA6D, SLIT2, SLITRK1, THY1, TIAM1, TNIK, TNR, TRAK1, TRPC6, TWF2, ULK2, WNT5A, ZEB2"
"GO:0055006","cardiac cell development",64,0.009,0.874,"ACTN2, ADRA1A, AKAP13, ALPK2, ALPK3, FHL2, FHOD3, GATA4, LMNA, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOM1, MYOM2, MYOM3, NEB, NRAP, PDGFRA, SGCD, SLC8A1, SORBS2, TGFBR3, TTN"
"GO:0015672","monovalent inorganic cation transport",374,0.009,0.905,"ABCC8, ABCC9, ANO6, ASIC2, ATP1A2, ATP2A2, ATP4A, ATP6V0A4, ATP6V0D2, ATP6V0E1, CACNA1G, CACNA1H, CACNA1I, CHP1, FXYD2, FXYD3, HCN1, HCN4, HPN, KCNA1, KCNA2, KCNAB1, KCNAB2, KCNB1, KCNC2, KCNC4, KCND2, KCND3, KCNE4, KCNG4, KCNH1, KCNH5, KCNH6, KCNH8, KCNIP1, KCNIP4, KCNJ10, KCNJ12, KCNJ15, KCNJ16, KCNJ4, KCNJ5, KCNJ6, KCNJ8, KCNK12, KCNK13, KCNK16, KCNK18, KCNK9, KCNMA1, KCNMB1, KCNMB2, KCNN3, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KCNS3, KCNT2, LRRC55, NALCN, NEDD4L, RHAG, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SCNN1G, SLC12A1, SLC12A3, SLC12A5, SLC12A6, SLC12A7, SLC13A3, SLC13A5, SLC17A2, SLC17A3, SLC17A5, SLC17A6, SLC17A7, SLC20A1, SLC20A2, SLC22A5, SLC24A2, SLC24A3, SLC24A5, SLC2A12, SLC2A9, SLC34A1, SLC36A1, SLC36A2, SLC38A11, SLC38A3, SLC41A1, SLC4A10, SLC4A5, SLC5A1, SLC5A10, SLC5A11, SLC5A12, SLC5A9, SLC8A1, SLC8B1, SLC9A4, SLC9A9, SLC9C2, SNAP25, TPCN1"
"GO:1904861","excitatory synapse assembly",14,0.009,0.722,"GRID2, NLGN1, NLGN2, NPTN, NRXN1, NRXN2, PLXNB2, SHANK1, SHANK2, WNT5A"
"GO:0019228","neuronal action potential",29,0.01,0.661,"CACNA1G, CACNA1H, CACNA1I, GPR88, GRIK2, KCNA1, KCNA2, KCND2, KCNMB2, SCN11A, SCN1A, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A"
"GO:0016266","O-glycan processing",58,0.01,0.0243,"A4GNT, B3GNT5, B3GNT6, B4GALT5, GALNT10, GALNT12, GALNT14, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GCNT3, MUC15, MUC16, MUC19, MUC2, MUC21, MUC5B, MUC7, MUCL1, ST3GAL1, ST3GAL2, ST3GAL3, ST3GAL4, ST6GAL1"
"GO:0048813","dendrite morphogenesis",55,0.01,0.805,"CHRNA7, CTNNA2, CTNND2, DCDC2, DCLK1, DLG4, DOCK10, DSCAM, DVL1, EPHB1, FYN, KLF7, MAP2, MEF2A, MINK1, NRP1, PHACTR1, PICALM, PREX2, PTN, RERE, SDC2, SHANK1, SHANK2, TRAK1"
"GO:0046928","regulation of neurotransmitter secretion",103,0.01,0.977,"ADORA2B, ADRA1A, APBA1, APBA2, ATP2A2, CAMK2A, CHRM2, CHRNB4, CNR1, CPLX1, CPLX4, DGKI, DRD2, DVL1, GIT1, GRIK5, GRIN3A, HTR2A, KCNC4, KMO, LRRK2, MCTP1, NF1, NLGN1, PFN2, PPFIA2, PRKCB, PRKCG, RHOT1, RIMS1, RIMS3, RIMS4, SNCAIP, STX1B, SYT1, SYT12, SYT4, SYT9, UNC13A, UNC13B"
"GO:0099601","regulation of neurotransmitter receptor activity",71,0.01,0.843,"ACTN2, CACNG2, CACNG4, CACNG5, CCR2, CNIH3, CRH, CRHBP, DLG2, DLG4, GRIA1, GRIA4, GRIN2A, GRIN2B, GSG1L, IFNG, LRRC7, LYNX1, MINK1, NETO1, NETO2, NLGN1, NLGN2, OPRM1, RASGRF1, RELN, SHANK1, SHANK2, SHISA6, SHISA9"
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration",12,0.01,0.67,"ATP2B2, GRIA1, GRM1, GRM5, ITPR1, MYO5A, SLC8A1, SYNPO, WNT5A"
"GO:0043588","skin development",365,0.01,0.0406,"ABCA12, ADAMTS2, APCDD1, ASH1L, ATP8A2, CDSN, CELSR1, CLDN1, CNFN, COL1A1, COL1A2, COL5A1, COL5A2, CYP26B1, DHCR24, DSC2, EDAR, EPHA2, ERRFI1, FA2H, FGF10, FLG, FRAS1, GNAS, GRHL3, HDAC2, HRNR, IGFBP5, INHBA, IVL, JUP, KAZN, KLK5, KRT13, KRT15, KRT16, KRT19, KRT3, KRT38, KRT4, KRT5, KRT6B, KRT7, KRT71, KRT73, KRT74, KRT75, KRT76, KRT79, KRT86, KRTAP10-5, KRTAP12-1, KRTAP13-1, KRTAP13-3, KRTAP15-1, KRTAP17-1, KRTAP19-2, KRTAP19-4, KRTAP19-5, KRTAP19-6, KRTAP19-8, KRTAP2-3, KRTAP20-1, KRTAP21-1, KRTAP21-3, KRTAP22-1, KRTAP24-1, KRTAP25-1, KRTAP26-1, KRTAP27-1, KRTAP5-5, KRTAP5-9, KRTAP6-1, KRTAP6-2, KRTAP8-1, LAMA5, LCE1C, LCE1F, LCE2A, LCE2B, LCE2D, LCE3E, LCE4A, LCE5A, LCE6A, LDB2, LGR4, MAP2K1, MED1, MYO5A, NF1, PALLD, PCSK6, PKP3, PPHLN1, PPL, PTCH2, RBPJ, RYR1, SCEL, SPINK5, SPRR1A, SPRR1B, SPRR2B, SPRR2D, SPRR2G, SPRR4, TGFB2, TGM3, TGM5, WNT5A"
"GO:0010927","cellular component assembly involved in morphogenesis",94,0.01,0.942,"ABCA2, ACRBP, ACTN2, AGFG1, ANK2, CASQ1, CASQ2, CD9, CFLAR, CSRP1, FABP9, FHOD3, FIG4, KRT19, LMOD1, LMOD2, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYOM1, MYOM2, MYOM3, NEB, NFASC, NRAP, OBSCN, PAFAH1B1, PDGFRA, PGM5, SPACA1, SYNPO2L, TENM4, TNNT3, TTN, ZPBP"
"GO:0003416","endochondral bone growth",41,0.01,0.722,"ANXA2, BNC2, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, ECM1, EVC, MATN2, MBL2, MMP13, POC1A, RARB, SCARA3, TGFBR2, THBS3, VIT, VWA1"
"GO:0051056","regulation of small GTPase mediated signal transduction",321,0.01,0.707,"A2M, ABCA1, ABR, ADCYAP1R1, ADRA1A, AKAP13, ARFGEF2, ARHGAP10, ARHGAP15, ARHGAP18, ARHGAP19, ARHGAP20, ARHGAP22, ARHGAP24, ARHGAP25, ARHGAP29, ARHGAP31, ARHGDIB, ARHGEF12, ARHGEF2, ARHGEF26, ARHGEF28, ARHGEF3, ARHGEF37, ARHGEF4, AUTS2, CHN1, CYTH4, DENND4B, DGKI, DLC1, DNM2, DNMBP, F2RL3, FAM13A, FARP2, FGD5, FGD6, FGF10, GARNL3, GBF1, GNA13, GPR17, GPR20, GRB2, IGF1, IQSEC1, IQSEC3, IRS2, ITPKB, KALRN, KANK1, LPAR1, LYN, MAP4K4, MCF2L2, MYO9B, NF1, NGEF, NGF, NRG1, NRP1, NTRK1, OBSCN, PLCE1, PLEKHG4, PLEKHG4B, PREX1, PREX2, PSD2, PSD3, RALGAPA2, RALGPS1, RAP1GAP, RAP1GAP2, RASA3, RASGEF1A, RASGRF1, RDX, RELN, RHOD, RHOF, RHOJ, RHOT1, RIT2, ROBO1, SHC1, SIPA1L2, SLIT2, SPRY4, SRGAP3, STARD13, STMN3, SYNPO2L, TGFB2, TIAM1, TIMP2, VAV2"
"GO:0034329","cell junction assembly",160,0.01,0.912,"ACTN1, ACTN2, ACTN4, AJUBA, ANK2, ARVCF, CD9, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, CLDN1, COL17A1, CTNNA1, CTNND2, DLC1, FERMT2, FN1, FRMPD2, ITGA5, JUP, KRT5, LAMA3, LAMA5, LAMB3, LIM2, LIMS2, MICALL2, MPP7, NFASC, PARD3, PARD6B, PIP5K1C, PKP3, PLEC, PRKCA, PTPRO, RHOD, SORBS1, TBCD, THY1, TJP1, TLN2, TNS1, TRPV4, WNT11"
"GO:0003418","growth plate cartilage chondrocyte differentiation",22,0.01,0.499,"COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, MATN2, MBL2, POC1A, SCARA3, TGFBR2, VIT, VWA1"
"GO:0003433","chondrocyte development involved in endochondral bone morphogenesis",22,0.01,0.483,"COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, MATN2, MBL2, POC1A, SCARA3, TGFBR2, VIT, VWA1"
"GO:1901019","regulation of calcium ion transmembrane transporter activity",92,0.02,0.99,"AHNAK, AKAP6, ANK2, ATP1A2, CACNA2D1, CACNB4, CAMK2D, CASQ1, CASQ2, CRHR1, DRD2, DRD3, DYSF, FGF14, HAP1, HSPA2, JPH1, JPH3, JPH4, MYO5A, NOS1, OR56A1, OR5T1, PDE4B, PDE4D, RRAD, RYR2, STAC, STAC2, STIM1, THADA, TLR9, TRDN"
"GO:1903522","regulation of blood circulation",285,0.02,0.987,"ABCC9, ADA, ADORA1, ADRA1A, ADRA1D, AGTR1, ANK2, ASIC2, ATP1A2, ATP2A2, ATP2B2, BMPR2, CACNA1B, CACNA1C, CACNA1G, CACNA1H, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ1, CASQ2, CASR, CD38, CELF2, CHRM2, CHRM3, CORIN, CTNNA3, DOCK4, DRD2, DSC2, EDN3, FGB, FGG, FOXN4, FXYD2, FXYD3, FXYD6, GATA4, GLP1R, GNAO1, HCN4, HDAC4, HRH1, HRH2, HTR2A, ITPR1, JUP, KCND2, KCND3, KCNE4, KCNIP1, KCNIP4, KCNJ12, KCNJ4, KCNJ5, KCNMB2, KCNQ1, MC3R, MEF2A, MYH6, MYH7, MYL2, MYL4, NOS1, NPR1, PDE4B, PDE4D, RNLS, RYR1, RYR2, RYR3, SCN2B, SCN5A, SLC8A1, SMTNL1, SPTBN4, SREBF1, STIM1, TACR3, TGFB2, TH, TNNI3K, TRDN"
"GO:0003417","growth plate cartilage development",33,0.02,0.703,"ANXA2, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, MATN2, MBL2, MMP13, POC1A, RARB, SCARA3, TGFBR2, THBS3, VIT, VWA1"
"GO:0003015","heart process",99,0.02,0.998,"AKAP13, ANK2, ATP1A2, CACNA1C, CACNA1G, CACNA2D1, CAMK2D, CASQ2, FGF12, FYN, KCND3, KCNE4, KCNJ5, KCNJ8, KCNQ1, MYH6, MYH7, MYL1, MYL2, MYL4, MYLK2, NEDD4L, NOX4, PDE4D, RAMP3, RYR2, SCN1A, SCN2B, SCN5A, SGCD, SGCG, SGCZ, SLC8A1, TNNI1, TNNT3, TRDN, TTN, WWTR1"
"GO:0010466","negative regulation of peptidase activity",245,0.02,0.789,"A2M, A2ML1, CAST, CD44, CFLAR, COL4A3, COL6A3, COL7A1, CR1, CRB2, CSN2, CST1, CST5, CST8, CST9, CST9L, DHCR24, DNAJB6, ECM1, EPPIN, GAPDH, HGF, ITIH1, ITIH2, ITIH3, ITIH5, LPA, LTF, MAP2K5, NAIP, NGF, NGFR, NLRP7, PCID2, PI15, PI16, PICALM, POR, PROS1, PSMF1, PZP, RAG1, SERPINA1, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SERPINB10, SERPINB11, SERPINB13, SERPINB2, SERPINB3, SERPINB7, SERPINC1, SERPING1, SERPINI2, SFRP2, SORL1, SPINK14, SPINK5, SPINK7, SPINK8, SPINT3, SPOCK1, SPOCK2, SPOCK3, SPP2, SSPO, THBS1, TIMP2, TIMP3, TNFAIP8, UBE2O, UMODL1, WFDC10B, WFDC13, WFDC8, WFIKKN2"
"GO:0045216","cell-cell junction organization",130,0.02,0.826,"ACTN4, ANK2, ARVCF, CD9, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, CLDN1, CSF1R, CTNNA1, CTNND2, FRMPD2, JUP, KIFC3, LIM2, LIMS2, MICALL2, MPP7, NFASC, NLGN2, PARD3, PARD6B, PKP3, PLEKHA7, PRKCA, PTPRO, SDK1, SDK2, TBCD, TGFB2, TJP1, TLN2, TRPV4, WNT11, XIRP2"
"GO:0030534","adult behavior",137,0.02,0.963,"ALK, ATP1A2, BTBD9, CHRNB4, CNTN2, CNTNAP2, CRHBP, CXCL12, DAB1, DMBX1, DMRT3, DRD2, DRD3, FGF12, GDNF, HDAC2, HIPK2, HTR2A, KALRN, KCNJ10, KLHL1, NR4A3, NRXN1, NRXN2, NRXN3, NTSR1, OPRD1, OPRM1, OR56A1, OR5T1, OTOG, OXR1, PAFAH1B1, PAX5, PREX2, RNF180, SCN1A, SDK1, SEZ6, SEZ6L, SHANK1, SHANK2, SLC7A11, SLITRK1, SPTBN4, TRH, UNC79, ZIC1"
"GO:0048588","developmental cell growth",86,0.02,0.983,"ADRA1A, AKAP13, AUTS2, BDNF, CDKL3, COBL, CPNE1, DCLK1, DDR1, DVL1, EFNA5, GATA4, HSP90AB1, IQGAP1, MAP1B, MAP2K4, MEX3C, NDEL1, NDN, NRP1, POSTN, PRKCZ, SEMA5A, SEMA5B, SH3GL2, SLIT1, SLIT2, SLIT3, SORBS2, TGFBR2, TIAM1, TMEM108, ULK2, ZEB2"
"GO:0006865","amino acid transport",113,0.02,0.93,"APBA1, CPLX1, GRM2, KCNJ10, NF1, NTRK2, NTSR1, OCA2, PDPN, PPFIA2, PPFIA4, RIMS1, SH3BP4, SLC11A1, SLC16A12, SLC17A5, SLC17A6, SLC17A7, SLC1A4, SLC25A12, SLC25A18, SLC36A1, SLC36A2, SLC36A4, SLC38A11, SLC38A3, SLC38A9, SLC43A2, SLC6A1, SLC6A11, SLC6A13, SLC6A17, SLC6A19, SLC6A9, SLC7A11, SLC7A13, SNAP25, SYT1, TRPC4, UNC13B"
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",45,0.02,0.471,"CADM1, CADM3, CD209, CDH2, CDH4, CRB1, CRB2, FAT4, GRID2, HMCN1, IGSF21, ITGA5, ITGAL, NLGN1, PTPRD, REG3A, SELP, TENM2, TENM3, TENM4, UMOD"
"GO:0007204","positive regulation of cytosolic calcium ion concentration",283,0.02,0.974,"ADCY5, ADCY8, ADCYAP1R1, ADRA1A, ADRA1D, AGTR1, AKAP6, BDKRB1, C5AR2, CACNA1C, CACNA2D1, CALCR, CASQ1, CCL1, CCR2, CCR3, CCR5, CD36, CD38, CIB2, CMKLR1, CNR1, CXCR1, CXCR2, CXCR5, DLG4, DRD2, DRD3, ESR1, F2RL3, FAM155A, FPR1, FPR2, FPR3, GALR1, GLP1R, GNA13, GNA15, GNAT2, GNB1, GPR17, GPR20, GRIN2A, GRIN2B, GRM1, HAP1, HTR2A, IAPP, ITPR1, JPH1, JPH3, JPH4, LACRT, LPAR1, LRP6, NMUR2, NPTN, NPY2R, NTSR1, OR56A1, OR5T1, PDGFRA, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, PTGER3, PTGFR, PTGIR, RAMP3, RASA3, RYR1, RYR2, RYR3, SLC8A1, SLC8B1, SYNPO, TACR1, THY1, TPCN1, TPCN2, TRDN, TRPC6, TRPV4"
"GO:0051592","response to calcium ion",141,0.02,0.943,"ADCY8, ANXA11, BAD, BRAF, CACNG2, CAMK2D, CASQ2, CASR, CPNE1, CPNE3, CPNE4, CPNE5, CPNE6, CPNE9, CRHBP, FGB, FGG, FOS, IQGAP1, ITPKB, KCNH1, KCNMA1, KCNMB1, KCNMB2, MEF2A, NLGN1, PPIF, RASGRP2, RYR1, RYR2, RYR3, SCN5A, SLC25A12, SLC6A1, SPARC, STIM1, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9, THBS1, TPH2, TSHB, TTN, WNT5A"
"GO:0007158","neuron cell-cell adhesion",15,0.02,0.443,"ASTN1, CNTN4, NCAM2, NLGN1, NLGN2, NRXN1, NRXN2, NRXN3, RET, TNR"
"GO:0010885","regulation of cholesterol storage",15,0.02,0.75,"ABCA1, ABCG1, APOB, CD36, EHD1, MSR1, NR1H2, SCARB1, SREBF2, TTC39B"
"GO:0051967","negative regulation of synaptic transmission, glutamatergic",15,0.02,0.71,"ADORA1, DRD2, DRD3, GRIK2, GRIK3, HTR2A, NPY2R, OR56A1, OR5T1"
"GO:0030216","keratinocyte differentiation",261,0.02,0.000798,"ABCA12, CDSN, CNFN, CYP26B1, DSC2, EPHA2, FLG, HRNR, IVL, JUP, KAZN, KLK5, KRT13, KRT15, KRT16, KRT19, KRT3, KRT38, KRT4, KRT5, KRT6B, KRT7, KRT71, KRT73, KRT74, KRT75, KRT76, KRT79, KRT86, KRTAP10-5, KRTAP12-1, KRTAP13-1, KRTAP13-3, KRTAP15-1, KRTAP17-1, KRTAP19-2, KRTAP19-4, KRTAP19-5, KRTAP19-6, KRTAP19-8, KRTAP2-3, KRTAP20-1, KRTAP21-1, KRTAP21-3, KRTAP22-1, KRTAP24-1, KRTAP25-1, KRTAP26-1, KRTAP27-1, KRTAP5-5, KRTAP5-9, KRTAP6-1, KRTAP6-2, KRTAP8-1, LCE1C, LCE1F, LCE2A, LCE2B, LCE2D, LCE3E, LCE4A, LCE5A, LCE6A, MAP2K1, MED1, PALLD, PCSK6, PKP3, PPHLN1, PPL, RBPJ, SCEL, SPINK5, SPRR1A, SPRR1B, SPRR2B, SPRR2D, SPRR2G, SPRR4, TGM3, TGM5, WNT5A"
